student_id,Original_ID,Gender,Grade,Question,Answer,Type,TotalScore
학생02 ,-ObjPUuS0biUY2xoLYJm,girl,1학년,자살 시도,0,자살 및 위기 문제,27
학생02 ,-ObjPUuS0biUY2xoLYJm,girl,1학년,빈번한 거짓말,1,외현화 문제,27
학생02 ,-ObjPUuS0biUY2xoLYJm,girl,1학년,또래 갈등,1,외현화 문제,27
학생02 ,-ObjPUuS0biUY2xoLYJm,girl,1학년,반항 행동,1,외현화 문제,27
학생02 ,-ObjPUuS0biUY2xoLYJm,girl,1학년,괴롭힘 가해,1,외현화 문제,27
학생02 ,-ObjPUuS0biUY2xoLYJm,girl,1학년,외상 침습증상,0,심리외상 문제,27
학생02 ,-ObjPUuS0biUY2xoLYJm,girl,1학년,외상 관련 악몽,0,심리외상 문제,27
학생02 ,-ObjPUuS0biUY2xoLYJm,girl,1학년,외상 후 고립,0,심리외상 문제,27
학생02 ,-ObjPUuS0biUY2xoLYJm,girl,1학년,외상 후 과각성,0,심리외상 문제,27
학생02 ,-ObjPUuS0biUY2xoLYJm,girl,1학년,외상 회피행동,0,심리외상 문제,27
학생02 ,-ObjPUuS0biUY2xoLYJm,girl,1학년,흡연 문제,0,외현화 문제,27
학생02 ,-ObjPUuS0biUY2xoLYJm,girl,1학년,음주 문제,0,외현화 문제,27
학생02 ,-ObjPUuS0biUY2xoLYJm,girl,1학년,적응력 저하,1,학교생활적응 문제,27
학생02 ,-ObjPUuS0biUY2xoLYJm,girl,1학년,분리 불안,0,학교생활적응 문제,27
학생02 ,-ObjPUuS0biUY2xoLYJm,girl,1학년,학습 어려움,1,학교생활적응 문제,27
학생02 ,-ObjPUuS0biUY2xoLYJm,girl,1학년,재산 관련 비행,1,외현화 문제,27
학생02 ,-ObjPUuS0biUY2xoLYJm,girl,1학년,게임 과몰입,0,외현화 문제,27
학생02 ,-ObjPUuS0biUY2xoLYJm,girl,1학년,관계 형성 곤란,1,학교생활적응 문제,27
학생02 ,-ObjPUuS0biUY2xoLYJm,girl,1학년,등교 거부,0,학교생활적응 문제,27
학생02 ,-ObjPUuS0biUY2xoLYJm,girl,1학년,괴롭힘 피해,0,심리외상 문제,27
학생02 ,-ObjPUuS0biUY2xoLYJm,girl,1학년,따돌림 피해,1,심리외상 문제,27
학생03 ,-ObjRBk3Z1qQ2nMQ0CVg,boy,1학년,사회적 긴장,0,불안 및 우울 문제,10
학생03 ,-ObjRBk3Z1qQ2nMQ0CVg,boy,1학년,감정 기복,1,불안 및 우울 문제,10
학생03 ,-ObjRBk3Z1qQ2nMQ0CVg,boy,1학년,과도한 죄책감,1,불안 및 우울 문제,10
학생03 ,-ObjRBk3Z1qQ2nMQ0CVg,boy,1학년,과민성/짜증,0,불안 및 우울 문제,10
학생03 ,-ObjRBk3Z1qQ2nMQ0CVg,boy,1학년,낮은 자존감,0,학교생활적응 문제,10
학생03 ,-ObjRBk3Z1qQ2nMQ0CVg,boy,1학년,무기력/피로,0,불안 및 우울 문제,10
학생03 ,-ObjRBk3Z1qQ2nMQ0CVg,boy,1학년,예기 불안,0,불안 및 우울 문제,10
학생03 ,-ObjRBk3Z1qQ2nMQ0CVg,boy,1학년,과도한 불안,0,불안 및 우울 문제,10
학생03 ,-ObjRBk3Z1qQ2nMQ0CVg,boy,1학년,우울 증상,0,불안 및 우울 문제,10
